,index,bbl,bin,block,boro,boroid,buildingid,communityboard,highhousenumber,housenumber,lastregistrationdate,lot,lowhousenumber,registrationenddate,registrationid,streetcode,streetname,zip,"('businessapartment', 1)","('businesscity', 1)","('businesshousenumber', 1)","('businessstate', 1)","('businessstreetname', 1)","('businesszip', 1)","('contactdescription', 1)","('corporationname', 1)","('firstname', 1)","('lastname', 1)","('middleinitial', 1)","('registrationcontactid', 1)","('title', 1)","('type', 1)","('businessapartment', 2)","('businesscity', 2)","('businesshousenumber', 2)","('businessstate', 2)","('businessstreetname', 2)","('businesszip', 2)","('contactdescription', 2)","('corporationname', 2)","('firstname', 2)","('lastname', 2)","('middleinitial', 2)","('registrationcontactid', 2)","('title', 2)","('type', 2)","('businessapartment', 3)","('businesscity', 3)","('businesshousenumber', 3)","('businessstate', 3)","('businessstreetname', 3)","('businesszip', 3)","('contactdescription', 3)","('corporationname', 3)","('firstname', 3)","('lastname', 3)","('middleinitial', 3)","('registrationcontactid', 3)","('title', 3)","('type', 3)","('businessapartment', 4)","('businesscity', 4)","('businesshousenumber', 4)","('businessstate', 4)","('businessstreetname', 4)","('businesszip', 4)","('contactdescription', 4)","('corporationname', 4)","('firstname', 4)","('lastname', 4)","('middleinitial', 4)","('registrationcontactid', 4)","('title', 4)","('type', 4)","('businessapartment', 5)","('businesscity', 5)","('businesshousenumber', 5)","('businessstate', 5)","('businessstreetname', 5)","('businesszip', 5)","('contactdescription', 5)","('corporationname', 5)","('firstname', 5)","('lastname', 5)","('middleinitial', 5)","('registrationcontactid', 5)","('title', 5)","('type', 5)","('businessapartment', 6)","('businesscity', 6)","('businesshousenumber', 6)","('businessstate', 6)","('businessstreetname', 6)","('businesszip', 6)","('contactdescription', 6)","('corporationname', 6)","('firstname', 6)","('lastname', 6)","('middleinitial', 6)","('registrationcontactid', 6)","('title', 6)","('type', 6)","('businessapartment', 7)","('businesscity', 7)","('businesshousenumber', 7)","('businessstate', 7)","('businessstreetname', 7)","('businesszip', 7)","('contactdescription', 7)","('corporationname', 7)","('firstname', 7)","('lastname', 7)","('middleinitial', 7)","('registrationcontactid', 7)","('title', 7)","('type', 7)","('businessapartment', 8)","('businesscity', 8)","('businesshousenumber', 8)","('businessstate', 8)","('businessstreetname', 8)","('businesszip', 8)","('contactdescription', 8)","('corporationname', 8)","('firstname', 8)","('lastname', 8)","('middleinitial', 8)","('registrationcontactid', 8)","('title', 8)","('type', 8)"
81,0,3014420045,3419650,1442,BROOKLYN,3,969528,16,1815,1815,2017-09-09,45,1815,2018-09-01,387246,0,EASTERN PARKWAY,11233,307,Brooklyn,1303,NY,53RD STREET,11219,GEN.PART,1855 EP HOLDINGS LLC,,,,38724603.0,,CorporateOwner,,Brooklyn,47,NY,CEDAR STREET,11221,GEN.PART,,GREGURY,HARNANDEZ,,38724604.0,,Agent,307,Brooklyn,1303,NY,53RD STREET,11219,GEN.PART,,SAMUEL,BRETTLER,,38724605.0,,HeadOfficer,,,,,,,GEN.PART,,GREGURY,HARNANDEZ,,38724613.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0,3014470001,3413938,1447,BROOKLYN,3,949464,16,331,331,2018-08-16,1,331,2019-09-01,386445,75130,SARATOGA AVENUE,11233,2FLOOR,Brooklyn,316,NY,DOUGLASS STREET,11217,CORP,BERGEN SARATOGA LP,,,,38644503.0,,CorporateOwner,2FLOOR,Bronx,1200,NY,ZEREGA AVENUE,10462,CORP,PRESTIGE MANAGEMENT INC,SIBYL,COLON,,38644504.0,,Agent,,Brooklyn,316,NY,DOUGLASS STREET,11217,CORP,,MARTIN,DUNN,,38644505.0,PRES OF MBR GP,HeadOfficer,,,,,,,CORP,,SIBYL,COLON,,38644513.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0,3014800060,3421878,1480,BROOKLYN,3,966599,3,833,833,2018-06-15,60,833,2019-09-01,387625,0,MONROE STREET,,,BROOKLYN,341,NY,WALLABOUT STREET,11206,GEN.PART,833 MONROE ST LLC,,,,38762503.0,,CorporateOwner,,Brooklyn,341,NY,WALLABOUT STREET,11206,GEN.PART,KAI MANAGEMENT,ARON,KAPELYUS,,38762504.0,,Agent,,BROOKLYN,341,NY,WALLABOUT STREET,11206,GEN.PART,,ARON,KAPELYUS,,38762505.0,PRESIDENT,HeadOfficer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0,3014830025,3418300,1483,BROOKLYN,3,969167,3,890,890,2018-06-21,25,890,2019-09-01,387408,0,MADISON STREET,,1F,Brooklyn,298,NY,TOMPKINS AVENUE,11216,GEN.PART,888 MADIOSN ST LLC,,,,38740803.0,,CorporateOwner,1F,Brooklyn,298,NY,TOMPKINS AVENUE,11216,GEN.PART,EXTREME HOMES MANAGEMENT,EYAL,OVADIA,,38740804.0,,Agent,1F,Brooklyn,298,NY,TOMPKINS AVENUE,11216,GEN.PART,,EYAL,OVADIA,,38740805.0,MEMBER,HeadOfficer,1F,Brooklyn,298,NY,TOMPKINS AVENUE,11216,GEN.PART,,EYAL,OVADIA,,38740806.0,MEMBER,Officer,,,,,,,GEN.PART,,OZ,SHEMESH,,38740813.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0,3014847501,3424705,1484,BROOKLYN,3,969057,3,936,936,2018-07-23,7501,936,2019-09-01,386758,0,MADISON STREET,11221,2FLOOR,BROOKLYN,829,NY,KENT AVENUE,11205,GEN.PART,936 MADISON REALTY LLC,,,,38675803.0,,CorporateOwner,2FLOOR,BROOKLYN,829,NY,KENT AVENUE,11205,GEN.PART,,ABE,ROSENBERG,,38675804.0,,Agent,,BROOKLYN,829,NY,KENT AVENUE,11205,GEN.PART,,SIMON,KAUFMAN,,38675805.0,,HeadOfficer,,,,,,,GEN.PART,,ABE,ROSENBERG,,38675813.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0,3014880040,3414234,1488,BROOKLYN,3,968258,3,986,986,2017-09-05,40,986,2018-09-01,386699,0,JEFFERSON AVENUE,,,BROOKLYN,955,NY,LAFAYETTE AVENUE,11221,GEN.PART,984 JEFFERSON LLC,,,,38669903.0,,CorporateOwner,,BROOKLYN,955,NY,LAFAYETTE AVENUE,11221,GEN.PART,984 JEFFERSON LLC,TOM,MICHAELI,,38669904.0,,Agent,,BROOKLYN,955,NY,LAFAYETTE AVENUE,11221,GEN.PART,,TOM,MICHAELI,,38669905.0,MEMBER,HeadOfficer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0,3015037501,3414048,1503,BROOKLYN,3,977185,16,1684,1676,2018-03-09,7501,1672,2018-09-01,387100,23230,BROADWAY,11207,701,New York,11,NY,HANOVER SQUARE,10005,GEN.PART,BROADWAY DECATUR OWNERS LLC,,,,38710003.0,,CorporateOwner,11FLOOR,New York,305,NY,SEVENTH AVENUE,10001,GEN.PART,S.U.S.,STEVEN,MYRICKS,,38710004.0,,Agent,701,New York,11,NY,HANOVER SQUARE,10005,GEN.PART,,MICHAEL,MCCARTHY,,38710005.0,GENERAL PARTNER,HeadOfficer,,,,,,,GEN.PART,,JOSHUA,CINTRON,,38710013.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0,3015077501,3414036,1507,BROOKLYN,3,978978,16,8,8,2018-03-09,7501,8,2018-09-01,387458,73470,ROCKAWAY AVENUE,11233,701,New York,11,NY,HANOVER SQUARE,10005,GEN.PART,BROADWAY DECATUR OWNERS LLC,,,,38745803.0,,CorporateOwner,11FLOOR,New York,305,NY,SEVENTH AVENUE,10001,GEN.PART,S.U.S.,STEVEN,MYRICKS,,38745804.0,,Agent,701,New York,11,NY,HANOVER SQUARE,10005,GEN.PART,,MICHAEL,MCCARTHY,,38745805.0,GENERAL PARTNER,HeadOfficer,,,,,,,GEN.PART,,JOSHUA,CINTRON,,38745813.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0,3016410061,3413751,1641,BROOKLYN,3,965713,3,643A,643A,2017-12-15,61,643A,2018-09-01,386216,0,MADISON STREET,11221,,Brooklyn,1261,NY,39TH STREET 3RD FL,11218,GEN.PART,MADISON PARK ESTATES LLC,,,,38621603.0,,CorporateOwner,,Brooklyn,1261,NY,39TH STREET 3RD FL,11218,GEN.PART,,JESSICA,LEE,,38621604.0,,Agent,,Brooklyn,1261,NY,39TH STREET 3RD FL,11218,GEN.PART,,JESSICA,LEE,,38621605.0,,HeadOfficer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0,3016590036,3046022,1659,BROOKLYN,3,956785,3,488,488,2017-10-04,36,486,2018-09-01,386054,0,HANCOCK STREET,11233,,BROOKLYN,1231,NY,43RD STREET,11219,GEN.PART,"484 HANCOCK, LLC",,,,38605403.0,,CorporateOwner,,BROOKLYN,1231,NY,43RD STREET,11219,GEN.PART,"484 HANCOCK, LLC",MAYER,WALDMAN,,38605404.0,,Agent,508,BROOKLYN,1231,NY,43RD STREET,11219,GEN.PART,,MELVIN,FISCHMAN,,38605405.0,MEMBER,HeadOfficer,,BROOKLYN,1231,NY,43RD STREET,11219,GEN.PART,,ABRAHAM,WALDMAN,,38605406.0,MEMBER,Officer,,,,,,,GEN.PART,,QUINEY,LASHEY,,38605413.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0,3016670036,3401254,1667,BROOKLYN,3,966261,3,672,672,2017-12-26,36,672,2018-09-01,387137,0,HALSEY STREET,11233,,ELMHURST,2403,NY,90TH PLACE,11369,GEN.PART,672 HALSEY LLC,,,,38713703.0,,CorporateOwner,,ELMHURST,2403,NY,90TH PLACE,11369,GEN.PART,672 HALSEY LLC,TOMER,EHRLICH,,38713704.0,,Agent,,ELMHURST,2403,NY,90TH PLACE,11369,GEN.PART,,TOMER,EHRLICH,,38713705.0,MEMBER,HeadOfficer,,,,,,,GEN.PART,,TOMER,EHRLICH,,38713713.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0,3017547505,3413738,1754,BROOKLYN,3,967054,3,812,812,2017-12-06,7505,812,2018-09-01,387464,0,MYRTLE AVENUE,,720,Brooklyn,755,NY,KENT AVENUE,11249,GEN.PART,812 MYRTLE AVENUE LLC,,,,38746403.0,,CorporateOwner,720,Brooklyn,755,NY,KENT AVENUE,11249,GEN.PART,,MENDY,DEUTSCH,,38746404.0,,Agent,720,Brooklyn,755,NY,KENT AVENUE,11249,GEN.PART,,NADAV,HAMO,,38746405.0,MEMBER,HeadOfficer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0,3017557503,3048637,1755,BROOKLYN,3,932758,3,589,585,2018-07-31,7503,577,2019-09-01,383337,58730,MARCY AVENUE,11206,1A,BROOKLYN,246,NY,LYNCH STREET,11206,GEN.PART,577 MARCY LLC,,,,38333703.0,,CorporateOwner,1A,BROOKLYN,246,NY,LYNCH STREET,11206,GEN.PART,EMPIRE STATE MANAGEMENT LLC,ISAC,DEUTSCH,,38333704.0,,Agent,1A,BROOKLYN,246,NY,LYNCH STREET,11206,GEN.PART,,ANDOR,DEUTSCH,,38333705.0,PRESIDENT,HeadOfficer,,,,,,,GEN.PART,,ISAC,DEUTSCH,,38333713.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1,3017557503,3391873,1755,BROOKLYN,3,891500,3,888,888,2012-03-15,7503,888,2013-09-15,381080,63030,MYRTLE AVENUE,11206,,BROOKLYN,886888,NY,MYRTLE AVENUE,11206,CONDO,886-888 CONDO ASSOCIATION,,,,38108003.0,,CorporateOwner,2,BROOKLYN,316,NY,HIMROD STREET,11237,CONDO,,BERNARD,GROSS,,38108004.0,,Agent,2,BROOKLYN,316,NY,HIMROD STREET,11237,CONDO,,BERNARD,GROSS,,38108005.0,PRESIDENT,HeadOfficer,,,,,,,CONDO,,DIEGO,KALAIDJBAN,,38108013.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0,3017800131,3329650,1780,BROOKLYN,3,974530,3,740,740,2018-06-22,131,740,2019-09-01,387020,0,DEKALB AVENUE,,,BKLYN,105,NY,CENTRAL AVENUE,11206,GEN.PART,HAR NEVO,,,,38702003.0,,CorporateOwner,,BKLYN,105,NY,CENTRAL AVENUE,11206,GEN.PART,HAR NEVO LLC,ROB,LOHEIT,,38702004.0,,Agent,,BKLYN,105,NY,CENTRAL AVENUE,11206,GEN.PART,,ROB,LOHEIT,,38702005.0,PARTNER,HeadOfficer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,3017820051,3329654,1782,BROOKLYN,3,966862,3,353,353,2018-08-28,51,353,2019-09-01,387001,0,KOSCIUSZKO STREET,,,BKLYN,162,NY,MANHATTAN AVENUE,11206,GEN.PART,353 HOLDINGS LLC,,,,38700103.0,,CorporateOwner,1FLOOR,BKLYN,162,NY,MANHATTAN AVENUE,11206,GEN.PART,353 HOLDINGS LLC,NATHAN,ROSENBERG,,38700104.0,,Agent,1FLOOR,BKLYN,162,NY,MANHATTAN AVENUE,11206,GEN.PART,,AARON,KARPEN,,38700105.0,,HeadOfficer,,,,,,,GEN.PART,,NATHAN,ROSENBERG,,38700113.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0,3018757501,3054144,1875,BROOKLYN,3,388885,2,73,73,2017-09-05,7501,73,2018-09-01,386713,89730,WASHINGTON AVENUE,11205,111,Brooklyn,543,NY,BEDFORD AVENUE,11211,GEN.PART,73 WASHINGTON LLC,,,,38671303.0,,CorporateOwner,111,Brooklyn,543,NY,BEDFORD AVENUE,11211,GEN.PART,,MOSHE,KESTENBAUM,,38671304.0,,Agent,111,Brooklyn,543,NY,BEDFORD AVENUE,11211,GEN.PART,,MOSHE,KESTENBAUM,,38671305.0,MEMBER,HeadOfficer,,,,,,,GEN.PART,,MOSHE,KESTENBAUM,,38671313.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0,3018857507,3823737,1885,BROOKLYN,3,897354,3,481,481,2018-08-31,7507,481,2019-09-01,386742,69230,PARK AVENUE,11205,204,Brooklyn,134,NY,BROADWAY,11249,CONDO,481 PARK AVE CONDOMINIUM,,,,38674203.0,,CorporateOwner,204,Brooklyn,134,NY,BROADWAY,11211,CONDO,STONE EDGE MANAGEMENT,BERISH,EKSTEIN,,38674204.0,,Agent,204,Brooklyn,134,NY,BROADWAY,11249,CONDO,,JOEL,WEINSTEIN,,38674205.0,,HeadOfficer,,,,,,,CONDO,,MENDY,KLEIN,,38674213.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0,3018937504,3319498,1893,BROOKLYN,3,969483,2,533,533,2018-03-19,7504,529,2018-09-01,387063,0,MYRTLE AVENUE,,,Brooklyn,531,NY,MYRTLE AVENUE,11205,GEN.PART,CLINTON DEVELOPMENT 1 LLC,,,,38706303.0,,CorporateOwner,15FLOOR,New York,225,NY,WEST 35TH STREET,10001,GEN.PART,LIVINGSTON MANAGEMENT SERVICES LLC,JOEL,KRIEGER,,38706304.0,,Agent,60FLOOR,New York,152,NY,WEST 57TH STREET,10019,GEN.PART,,JEFFERY,SIMPSON,,38706305.0,VICE PRESIDENT,HeadOfficer,15FLOOR,New York,225,NY,WEST 35TH STREET,10001,GEN.PART,,JOEL,KRIEGER,,38706306.0,AGENT,Officer,,,,,,,GEN.PART,,GIRALDO,EXECEDIEL,,38706313.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0,3019537503,3396753,1953,BROOKLYN,3,954046,3,345,333,2017-06-23,7503,335,2018-09-01,385031,45930,GREENE AVENUE,11238,502,Brooklyn,101,NY,BROADWAY,11211,GEN.PART,TEAM GREENE 333 LLC,,,,38503103.0,,CorporateOwner,502,Brooklyn,101,NY,BROADWAY,11211,GEN.PART,TEAM GREENE 333 LLC,ABE,FRIEDMAN,,38503104.0,,Agent,502,Brooklyn,101,NY,BROADWAY,11211,GEN.PART,,MOSES,BERKOWITZ,,38503105.0,,HeadOfficer,,,,,,,GEN.PART,,JOSE,,,38503113.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0,3020117501,3057552,2011,BROOKLYN,3,897215,2,535,525,2017-06-23,7501,525,2018-09-01,384679,27430,CLINTON AVENUE,11238,502,Brooklyn,101,NY,BROADWAY,11211,GEN.PART,CLINTON 525 LLC,,,,38467903.0,,CorporateOwner,502,Brooklyn,101,NY,BROADWAY,11211,GEN.PART,CLINTON 525 LLC,MOSES,BERKOWITZ,,38467904.0,,Agent,502,Brooklyn,101,NY,BROADWAY,11211,GEN.PART,,MOSES,BERKOWITZ,,38467905.0,AGENT,HeadOfficer,502,Brooklyn,101,NY,BROADWAY,11211,GEN.PART,,ABE,FRIEDMAN,,38467906.0,AGENT,Officer,,,,,,,GEN.PART,,MIKE,,,38467913.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0,3020610110,3420464,2061,BROOKLYN,3,965131,2,81,81,2018-08-31,110,81,2019-09-01,386220,0,FLEET PLACE,,5FLOOR,New York,800,NY,THIRD AVENUE,10022,GEN.PART,RED APPLE 81 FLEET PLACE DEVELOPMENT LLC,,,,38622003.0,,CorporateOwner,5FLOOR,NEW YORK,800,NY,THIRD AVENUE,100227655,GEN.PART,RED APPLE PROPERTY MANAGEMENT LLC,CHARLES,D'AMICO,,38622004.0,,Agent,5FLOOR,New York,800,NY,THIRD AVENUE,10022,GEN.PART,,JOHN,CATSIMATIDIS,A,38622005.0,MANAGER,HeadOfficer,5FLOOR,NEW YORK,800,NY,THIRD AVENUE,100227655,GEN.PART,,CHARLES,D'AMICO,,38622006.0,SVP,Officer,5FLOOR,NEW YORK,800,NY,THIRD AVENUE,100227655,GEN.PART,,JOHN,CATSIMATIDIS,A,38622010.0,,Shareholder,,,,,,,GEN.PART,,RICHARD,BRANTMAN,,38622013.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0,3020617502,3398227,2061,BROOKLYN,3,969373,2,202,180,2018-08-31,7502,180,2019-09-01,386724,0,MYRTLE AVENUE,11201,5FLOOR,New York,800,NY,THIRD AVENUE,10022,GEN.PART,"RED APPLE 180 MYRTLE AVENUE DEVELOPMENT, LLC",,,,38672403.0,,CorporateOwner,5FLOOR,NEW YORK,800,NY,THIRD AVENUE,100227655,GEN.PART,RED APPLE PROPERTY MANAGEMENT LLC,CHARLES,D'AMICO,,38672404.0,,Agent,5FLOOR,NEW YORK,800,NY,THIRD AVENUE,100227655,GEN.PART,,JOHN,CATSIMATIDIS,A,38672405.0,MANAGER,HeadOfficer,5FLOOR,NEW YORK,800,NY,THIRD AVENUE,100227655,GEN.PART,,CHARLES,D'AMICO,,38672406.0,SVP,Officer,5FLOOR,NEW YORK,800,NY,THIRD AVENUE,100227655,GEN.PART,,JOHN,CATSIMATIDIS,A,38672410.0,,Shareholder,,,,,,,GEN.PART,,NDUE,SHABANI,,38672413.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,3022380127,3256176,2238,BROOKLYN,3,949021,1,246,246,2018-07-03,127,240,2019-09-01,384656,57830,LYNCH STREET,11206,1A,BROOKLYN,242,NY,LYNCH STREET,11206,GEN.PART,242 LYNCH HOLDINGS LLC,,,,38465603.0,,CorporateOwner,1A,BROOKLYN,246,NY,LYNCH STREET,11206,GEN.PART,242 LYNCH HOLDINGS LLC,ISAC,DEUTSCH,,38465604.0,,Agent,1A,BROOKLYN,246,NY,LYNCH STREET,11206,GEN.PART,,ANDOR,DEUTSCH,,38465605.0,PRESIDENT,HeadOfficer,,,,,,,GEN.PART,,ISAC,DEUTSCH,,38465613.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0,3021067501,3059160,2106,BROOKLYN,3,907917,2,96,96,2018-08-17,7501,94,2019-09-01,382570,73490,ROCKWELL PLACE,11217,,Brooklyn,25,NY,EIGHTH AVENUE,11217,CONDO,96 ROCKWELL PLACE LLC,,,,38257003.0,,CorporateOwner,,Brooklyn,25,NY,EIGHTH AVENUE,11217,CONDO,GOLDIN MANAGEMENT,THOMAS,SUSSEWELL,,38257004.0,,Agent,,Brooklyn,25,NY,EIGHTH AVENUE,11217,CONDO,,DMITRIY,BASKIN,,38257005.0,,HeadOfficer,,Brooklyn,25,NY,EIGHTH AVENUE,11217,CONDO,,RICHARD,KOLLODGE,,38257006.0,MEMBER,Officer,,,,,,,CONDO,,DMITRIY,BASKIN,,38257013.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0,3021077501,3846946,2107,BROOKLYN,3,973259,2,590,590,2017-07-28,7501,590,2018-09-01,386554,42730,FULTON STREET,11217,2FLOOR,New York,432,NY,PARK AVENUE SOUTH,10016,GEN.PART,"BAM GO DEVELOPERS, LLC",,,,38655403.0,,CorporateOwner,2FLOOR,New York,432,NY,PARK AVENUE SOUTH,10016,GEN.PART,"GOTHAM REAL ESTATE MANAGERS, LLC",MATTHEW,BERENSON,,38655404.0,,Agent,2FLOOR,New York,432,NY,PARK AVENUE SOUTH,10016,GEN.PART,,DAVID,PICKET,,38655405.0,PRESIDENT,HeadOfficer,2FLOOR,New York,432,NY,PARK AVENUE SOUTH,10016,GEN.PART,,MATTHEW,BERENSON,,38655406.0,VICE PRESIDENT,Officer,2FLOOR,New York,432,NY,PARK AVENUE SOUTH,10016,GEN.PART,,DAVID,PICKET,,38655410.0,,Shareholder,,,,,,,GEN.PART,,BRENDAN,HARTE,,38655413.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0,3021077502,3397135,2107,BROOKLYN,3,967799,2,19,15,2018-04-12,7502,9,2018-09-01,387883,0,LAFAYETTE AVENUE,11217,23,NEW YORK,551,NY,FIFTH AVENUE,10176,GEN.PART,BCDA LLC,,,,38788303.0,,CorporateOwner,12C,NEW YORK,400,NY,MADISON,10017,GEN.PART,BUZZUTO MANAGEMENT COMPANY,JARROD,WHITAKER,,38788304.0,,Agent,23,NEW YORK,551,NY,FIFTH AVENUE,10176,GEN.PART,,VICTORIA,GOUSSE,,38788305.0,ASST.MNGR,HeadOfficer,23,NEW YORK,551,NY,FIFTH AVENUE,10176,GEN.PART,,JENY,WU,,38788306.0,SENIOR MNGR,Officer,,,,,,,GEN.PART,,DANIEL,NIEVES,,38788313.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0,3021697508,3059847,2169,BROOKLYN,3,953737,1,185,185,2018-06-19,7508,185,2019-09-01,386878,0,CLYMER STREET,11211,110,Brooklyn,100 A,NY,BROADWAY,11249,GEN.PART,CLYMER PLAZA LLC,,,,38687803.0,,CorporateOwner,110,Brooklyn,100 A,NY,BROADWAY,11249,GEN.PART,CLYMER PLAZA LLC,HARRY,EINHORN,,38687804.0,,Agent,110,Brooklyn,100 A,NY,BROADWAY,11249,GEN.PART,,HARRY,EINHORN,,38687805.0,MEMBER,HeadOfficer,,,,,,,GEN.PART,,VICTOR,EINHORN,,38687813.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0,3023240030,3413765,2324,BROOKLYN,3,972984,1,2,2,2018-08-29,30,2,2019-09-01,387315,248,NORTH SIXTH PLACE,,,DOUGLASTON,4209,NY,235TH STREET,11363,GEN.PART,2 NORTH 6TH PLACE PROPERTY OWNER LLC,,,,38731503.0,,CorporateOwner,,DOUGLASTON,4206,NY,235TH STREET,11363,GEN.PART,CLINTON MANAGEMENT LLC,ANNE,COOLEEN,,38731504.0,,Agent,,DOUGLASTON,4209,NY,235TH STREET,11363,GEN.PART,,MICHAEL,KESSLER,,38731505.0,VICE PRESIDENT,HeadOfficer,,,,,,,GEN.PART,,RON,LUFT,,38731513.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0,3024260001,3000000,2426,BROOKLYN,3,955389,1,281,281,2018-07-05,1,281,2019-09-01,385121,86430,UNION AVENUE,11211,503,Brooklyn,50,NY,RUTLEDGE STREET,11249,GEN.PART,281 UNION BPC PARTNERS LLC,,,,38512103.0,,CorporateOwner,503,Brooklyn,50,NY,RUTLEDGE STREET,11249,GEN.PART,PLAZA MANAGEMENT USA,JACOB,BERNAT,,38512104.0,,Agent,23FLOOR,Brooklyn,ONE,NY,METROTECH CENTER,11201,GEN.PART,,BRUCE,RATNER,,38512105.0,,HeadOfficer,23FLOOR,BROOKLYN,ONE,NY,METROTECH CENTER,11201,GEN.PART,,ALYEH,BALABAW,,38512106.0,,Officer,,,,,,,GEN.PART,,CHAIM,COHEN,,38512113.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0,3024607501,3335970,2460,BROOKLYN,3,967004,1,290,284,2017-12-05,7501,282,2018-09-01,387045,0,SOUTH FIFTH STREET,11211,505,NEW YORK,430,NY,PARK AVENUE,10022,GEN.PART,SAM SPILKES LLC,,,,38704503.0,,CorporateOwner,505,NEW YORK,430,NY,PARK AVENUE,10022,GEN.PART,MIDWOOD MANAGEMENT CORP,DANNY,PATEL,,38704504.0,,Agent,505,NEW YORK,430,NY,PARK AVENUE,10022,GEN.PART,,JOHN,USDAN,,38704505.0,CEO,HeadOfficer,,,,,,,GEN.PART,,EDDIE,CRUZ,,38704513.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0,3024717501,3424754,2471,BROOKLYN,3,966849,1,369,369,2018-02-21,7501,369,2018-09-01,387761,0,BERRY STREET,11249,,MONROE,266,NY,MOUNTAIN VIEW DRIVEIVE,10950,CORP,M&B OF MONROE CORP.,,,,38776103.0,,CorporateOwner,11,BROOKLYN,82,NY,SOUTH SIXTH STREET,11249,CORP,,EMMANUEL,LEONOROVITZ,,38776104.0,,Agent,,BROOKLYN,369,NY,BERRY STREET,11249,CORP,,EMMANUEL,LEONOROVITZ,,38776105.0,PRESIDENT,HeadOfficer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
